loan_id,cust_id,loan_amount,loan_term,loan_type,overdue_days,issue_date,is_default,age,income,education,cust_level,register_years,age_group
L000815,C000509,4960000,36,装修贷,0,2024-05-10,0,57,33230,大专及以下,金卡,2020,56-65岁
L000816,C000298,3530000,36,经营贷,0,2024-05-11,0,65,53320,大专及以下,普通,2024,56-65岁
L000817,C000909,2200000,24,消费贷,0,2024-05-11,0,35,22130,大专及以下,金卡,2022,26-35岁
L000818,C000164,90000,24,消费贷,0,2024-05-12,0,66,13020,本科,普通,2023,66-75岁
L000819,C000376,120000,24,消费贷,30,2024-05-13,1,36,21510,本科,普通,2023,36-45岁
L000820,C000653,3250000,48,消费贷,0,2024-05-13,0,58,29080,大专及以下,普通,2025,56-65岁
L000821,C000268,4380000,24,经营贷,0,2024-05-14,0,20,28130,大专及以下,普通,2025,18-25岁
L000822,C000549,2440000,12,消费贷,60,2024-05-14,1,53,21330,大专及以下,普通,2025,46-55岁
L000823,C000074,1820000,24,消费贷,0,2024-05-15,0,23,82950,大专及以下,钻石,2025,18-25岁
L000824,C000508,2840000,24,装修贷,0,2024-05-16,0,42,94740,大专及以下,钻石,2024,36-45岁
L000825,C000073,3120000,24,消费贷,0,2024-05-16,0,19,87590,本科,普通,2025,18-25岁
L000826,C000308,990000,36,消费贷,3,2024-05-17,0,26,35510,大专及以下,普通,2025,26-35岁
L000828,C000130,4820000,24,经营贷,0,2024-05-18,0,29,81070,大专及以下,普通,2025,26-35岁
L000829,C000758,3660000,48,经营贷,0,2024-05-19,0,38,30460,研究生及以上,普通,2025,36-45岁
L000830,C000824,2260000,12,消费贷,90,2024-05-19,1,62,6520,大专及以下,金卡,2021,56-65岁
L000831,C000572,3330000,12,经营贷,0,2024-05-20,0,52,79270,研究生及以上,普通,2023,46-55岁
L000832,C000791,1030000,24,经营贷,0,2024-05-20,0,45,68310,大专及以下,普通,2021,36-45岁
L000833,C000615,1060000,12,装修贷,0,2024-05-21,0,38,10740,本科,金卡,2024,36-45岁
L000834,C000808,3650000,48,装修贷,10,2024-05-22,0,45,1890,大专及以下,普通,2020,36-45岁
L000835,C000832,3680000,36,装修贷,0,2024-05-22,0,28,5580,大专及以下,金卡,2025,26-35岁
L000836,C000487,580000,24,经营贷,0,2024-05-23,0,67,4900,本科,普通,2024,66-75岁
L000837,C000853,780000,12,消费贷,0,2024-05-23,0,55,4060,大专及以下,普通,2023,46-55岁
L000838,C000151,750000,48,消费贷,0,2024-05-24,0,43,47700,大专及以下,普通,2020,36-45岁
L000839,C000669,420000,48,消费贷,10,2024-05-25,0,42,71090,研究生及以上,金卡,2021,36-45岁
L000840,C000206,4220000,12,经营贷,0,2024-05-25,0,23,78830,大专及以下,金卡,2025,18-25岁
L000841,C000986,3240000,48,装修贷,0,2024-05-26,0,64,84200,大专及以下,普通,2023,56-65岁
L000842,C000179,1810000,48,经营贷,0,2024-05-27,0,24,54730,研究生及以上,金卡,2024,18-25岁
L000843,C000197,330000,24,消费贷,0,2024-05-27,0,56,69980,大专及以下,普通,2025,56-65岁
L000844,C000735,710000,48,经营贷,10,2024-05-28,0,30,90840,大专及以下,普通,2022,26-35岁
L000845,C000089,560000,12,装修贷,0,2024-05-28,0,31,21480,研究生及以上,普通,2023,26-35岁
L000846,C000799,1050000,24,经营贷,3,2024-05-29,0,58,81320,本科,普通,2023,56-65岁
L000847,C000434,2000000,12,装修贷,0,2024-05-30,0,67,77170,研究生及以上,金卡,2021,66-75岁
L000848,C000788,1010000,36,装修贷,0,2024-05-30,0,45,3130,研究生及以上,普通,2025,36-45岁
L000849,C000748,2560000,12,装修贷,0,2024-05-31,0,42,88110,大专及以下,金卡,2024,36-45岁
L000850,C000183,3070000,12,经营贷,0,2024-05-31,0,19,19650,研究生及以上,钻石,2020,18-25岁
L000851,C000209,740000,24,经营贷,0,2024-06-01,0,26,99310,研究生及以上,普通,2025,26-35岁
L000852,C000493,1710000,48,消费贷,3,2024-06-02,0,45,16210,大专及以下,普通,2021,36-45岁
L000853,C000130,3770000,12,消费贷,0,2024-06-02,0,29,81070,大专及以下,普通,2025,26-35岁
L000854,C000665,1430000,24,经营贷,0,2024-06-03,0,70,54430,本科,普通,2023,66-75岁
L000855,C000013,1660000,36,消费贷,3,2024-06-03,0,41,10180,本科,普通,2023,36-45岁
L000856,C000634,3990000,24,装修贷,10,2024-06-04,0,29,40300,大专及以下,普通,2021,26-35岁
L000857,C000871,2610000,24,消费贷,0,2024-06-05,0,30,86950,本科,金卡,2022,26-35岁
L000858,C000732,2210000,48,装修贷,0,2024-06-05,0,56,36980,本科,普通,2025,56-65岁
L000860,C000375,1820000,36,消费贷,3,2024-06-06,0,65,26410,研究生及以上,普通,2021,56-65岁
L000861,C000582,3070000,24,装修贷,10,2024-06-07,0,57,39450,大专及以下,钻石,2025,56-65岁
L000862,C000707,100000,12,消费贷,10,2024-06-08,0,46,97450,大专及以下,普通,2025,46-55岁
L000863,C000698,3960000,12,消费贷,3,2024-06-08,0,63,49110,本科,普通,2021,56-65岁
L000864,C000099,40000,24,消费贷,0,2024-06-09,0,43,1090,大专及以下,普通,2023,36-45岁
L000865,C000594,3510000,12,经营贷,10,2024-06-10,0,52,82940,大专及以下,普通,2023,46-55岁
L000866,C000587,4020000,24,消费贷,0,2024-06-10,0,30,28360,大专及以下,普通,2023,26-35岁
L000867,C000886,3360000,24,经营贷,0,2024-06-11,0,29,38140,大专及以下,普通,2023,26-35岁
L000868,C000852,4880000,24,经营贷,0,2024-06-11,0,22,48900,本科,普通,2024,18-25岁
L000869,C000192,2920000,36,经营贷,60,2024-06-12,1,37,29910,本科,普通,2022,36-45岁
L000870,C000325,2810000,24,经营贷,30,2024-06-13,1,57,53070,大专及以下,普通,2025,56-65岁
L000871,C000979,2150000,48,经营贷,0,2024-06-13,0,66,66270,研究生及以上,金卡,2025,66-75岁
L000872,C000726,4600000,12,消费贷,3,2024-06-14,0,61,65460,大专及以下,普通,2022,56-65岁
L000874,C000956,4200000,12,消费贷,0,2024-06-15,0,49,43930,大专及以下,普通,2024,46-55岁
L000875,C000467,1010000,36,经营贷,0,2024-06-16,0,54,59950,本科,金卡,2022,46-55岁
L000876,C000894,4510000,48,消费贷,3,2024-06-16,0,64,65770,大专及以下,普通,2021,56-65岁
L000877,C000367,90000,36,装修贷,0,2024-06-17,0,51,26730,本科,普通,2025,46-55岁
L000878,C000318,610000,36,消费贷,0,2024-06-17,0,41,68220,研究生及以上,普通,2025,36-45岁
L000879,C000144,3090000,36,消费贷,3,2024-06-18,0,52,22360,本科,普通,2020,46-55岁
L000880,C000384,1460000,12,经营贷,30,2024-06-19,1,46,72840,大专及以下,普通,2020,46-55岁
L000881,C000216,4270000,24,经营贷,0,2024-06-19,0,32,2260,本科,普通,2020,26-35岁
L000882,C000361,4190000,12,消费贷,3,2024-06-20,0,55,22060,大专及以下,普通,2023,46-55岁
L000883,C000324,630000,24,经营贷,0,2024-06-20,0,55,22430,本科,普通,2022,46-55岁
L000884,C000015,1210000,12,经营贷,0,2024-06-21,0,53,66060,大专及以下,普通,2025,46-55岁
L000885,C000217,2260000,48,装修贷,0,2024-06-22,0,49,32770,本科,金卡,2022,46-55岁
L000886,C000492,1050000,48,经营贷,0,2024-06-22,0,36,81070,大专及以下,普通,2020,36-45岁
L000887,C000951,4620000,36,消费贷,10,2024-06-23,0,21,96080,大专及以下,金卡,2021,18-25岁
L000888,C000547,2600000,48,消费贷,0,2024-06-24,0,27,12650,研究生及以上,普通,2021,26-35岁
L000889,C000183,3490000,36,装修贷,0,2024-06-24,0,19,19650,研究生及以上,钻石,2020,18-25岁
L000890,C000270,4250000,24,装修贷,0,2024-06-25,0,53,10660,大专及以下,普通,2024,46-55岁
L000891,C000945,2550000,48,消费贷,30,2024-06-25,1,40,7190,大专及以下,普通,2025,36-45岁
L000892,C000467,4290000,24,消费贷,0,2024-06-26,0,54,59950,本科,金卡,2022,46-55岁
L000893,C000870,4340000,12,经营贷,0,2024-06-27,0,62,21710,研究生及以上,金卡,2021,56-65岁
L000894,C000612,2070000,24,消费贷,0,2024-06-27,0,46,10540,大专及以下,钻石,2021,46-55岁
L000895,C000519,280000,12,消费贷,10,2024-06-28,0,29,67400,大专及以下,普通,2024,26-35岁
L000896,C000542,1700000,24,消费贷,0,2024-06-28,0,53,82900,大专及以下,普通,2020,46-55岁
L000897,C000467,3360000,24,消费贷,0,2024-06-29,0,54,59950,本科,金卡,2022,46-55岁
L000898,C000305,760000,48,消费贷,0,2024-06-30,0,22,49730,大专及以下,普通,2020,18-25岁
L000899,C000985,1160000,24,经营贷,3,2024-06-30,0,43,96560,大专及以下,普通,2025,36-45岁
L000900,C000144,690000,48,消费贷,0,2024-07-01,0,52,22360,本科,普通,2020,46-55岁
L000902,C000232,2340000,36,消费贷,0,2024-07-02,0,34,29720,大专及以下,普通,2021,26-35岁
L000903,C000691,10000,36,消费贷,0,2024-07-03,0,29,46690,大专及以下,金卡,2025,26-35岁
L000904,C000584,1670000,12,消费贷,3,2024-07-03,0,60,83450,大专及以下,普通,2025,56-65岁
L000905,C000722,3520000,24,消费贷,0,2024-07-04,0,53,38780,本科,金卡,2021,46-55岁
L000906,C000732,2180000,12,经营贷,30,2024-07-05,1,56,36980,本科,普通,2025,56-65岁
L000907,C000592,2730000,24,消费贷,60,2024-07-05,1,68,91410,本科,普通,2024,66-75岁
L000908,C000500,3680000,36,消费贷,0,2024-07-06,0,29,92260,研究生及以上,普通,2025,26-35岁
L000909,C000595,2510000,36,消费贷,3,2024-07-06,0,40,80060,大专及以下,普通,2024,36-45岁
L000910,C000554,3470000,24,经营贷,3,2024-07-07,0,36,87230,大专及以下,普通,2023,36-45岁
L000911,C000273,3440000,24,装修贷,30,2024-07-08,1,20,7880,本科,普通,2025,18-25岁
L000912,C000703,4190000,36,消费贷,0,2024-07-08,0,67,52260,大专及以下,金卡,2024,66-75岁
L000913,C000173,1740000,36,装修贷,0,2024-07-09,0,32,10220,大专及以下,普通,2020,26-35岁
L000914,C000973,1700000,12,消费贷,0,2024-07-09,0,22,67380,大专及以下,金卡,2024,18-25岁
L000915,C000007,2460000,36,装修贷,10,2024-07-10,0,38,4640,大专及以下,普通,2021,36-45岁
L000916,C000155,4230000,24,消费贷,0,2024-07-11,0,26,22920,本科,金卡,2020,26-35岁
L000917,C000522,900000,12,经营贷,0,2024-07-11,0,68,76640,大专及以下,普通,2020,66-75岁
L000918,C000546,490000,24,经营贷,0,2024-07-12,0,40,21500,大专及以下,金卡,2024,36-45岁
L000919,C000548,4460000,48,消费贷,0,2024-07-12,0,22,86670,大专及以下,普通,2023,18-25岁
L000920,C000921,2940000,12,装修贷,0,2024-07-13,0,59,58240,大专及以下,金卡,2021,56-65岁
L000921,C000518,4070000,24,经营贷,0,2024-07-14,0,20,77940,大专及以下,金卡,2021,18-25岁
L000922,C000920,1500000,36,消费贷,0,2024-07-14,0,47,3690,大专及以下,金卡,2020,46-55岁
L000923,C000914,1320000,48,消费贷,30,2024-07-15,1,51,71620,本科,普通,2020,46-55岁
L000924,C000215,4330000,24,消费贷,0,2024-07-15,0,41,60590,大专及以下,普通,2023,36-45岁
L000925,C000134,590000,12,装修贷,3,2024-07-16,0,40,70410,本科,金卡,2023,36-45岁
L000927,C000126,3240000,48,消费贷,0,2024-07-17,0,45,55150,大专及以下,金卡,2023,36-45岁
L000928,C000921,1990000,12,经营贷,10,2024-07-18,0,59,58240,大专及以下,金卡,2021,56-65岁
L000929,C000439,2150000,48,装修贷,3,2024-07-19,0,53,58600,大专及以下,普通,2024,46-55岁
L000930,C000849,3860000,24,经营贷,0,2024-07-19,0,34,48800,研究生及以上,普通,2022,26-35岁
L000931,C000686,490000,36,经营贷,60,2024-07-20,1,46,92090,大专及以下,金卡,2025,46-55岁
L000932,C000152,4720000,36,经营贷,30,2024-07-20,1,31,22900,本科,普通,2021,26-35岁
L000933,C000331,2320000,24,消费贷,60,2024-07-21,1,42,67120,本科,钻石,2020,36-45岁
L000934,C000538,2470000,24,消费贷,0,2024-07-22,0,43,95540,大专及以下,普通,2025,36-45岁
L000935,C000383,3820000,24,装修贷,0,2024-07-22,0,47,83320,研究生及以上,金卡,2024,46-55岁
L000936,C000115,4790000,12,消费贷,0,2024-07-23,0,28,80840,大专及以下,普通,2024,26-35岁
L000937,C000894,2390000,48,装修贷,0,2024-07-23,0,64,65770,大专及以下,普通,2021,56-65岁
L000938,C000482,4150000,48,消费贷,0,2024-07-24,0,52,49060,本科,普通,2023,46-55岁
L000939,C000284,3670000,48,消费贷,3,2024-07-25,0,57,10510,大专及以下,普通,2025,56-65岁
L000940,C000899,1680000,24,装修贷,0,2024-07-25,0,31,16250,本科,普通,2020,26-35岁
L000941,C000075,480000,48,经营贷,0,2024-07-26,0,59,60660,大专及以下,普通,2023,56-65岁
L000942,C000166,510000,24,消费贷,0,2024-07-26,0,49,56670,大专及以下,金卡,2022,46-55岁
L000943,C000189,2990000,12,经营贷,3,2024-07-27,0,45,33280,大专及以下,普通,2023,36-45岁
L000944,C000078,980000,36,经营贷,0,2024-07-28,0,35,26510,大专及以下,普通,2023,26-35岁
L000945,C000947,4390000,24,经营贷,10,2024-07-28,0,48,10560,大专及以下,钻石,2024,46-55岁
L000946,C000602,2160000,24,消费贷,0,2024-07-29,0,43,13900,大专及以下,普通,2021,36-45岁
L000947,C000688,1770000,36,装修贷,3,2024-07-29,0,28,91770,大专及以下,普通,2020,26-35岁
L000948,C000021,3800000,36,装修贷,90,2024-07-30,1,19,70490,本科,普通,2021,18-25岁
L000949,C000566,4740000,12,消费贷,0,2024-07-31,0,49,97550,大专及以下,普通,2022,46-55岁
L000950,C000184,800000,48,装修贷,90,2024-07-31,1,59,61280,研究生及以上,金卡,2023,56-65岁
L000951,C000871,1850000,24,装修贷,0,2024-08-01,0,30,86950,本科,金卡,2022,26-35岁
L000952,C000222,3670000,48,经营贷,0,2024-08-02,0,66,72960,大专及以下,普通,2020,66-75岁
L000954,C000328,3990000,12,消费贷,0,2024-08-03,0,65,46470,本科,金卡,2022,56-65岁
L000955,C000179,270000,36,消费贷,10,2024-08-03,0,24,54730,研究生及以上,金卡,2024,18-25岁
L000956,C000788,4520000,12,经营贷,0,2024-08-04,0,45,3130,研究生及以上,普通,2025,36-45岁
L000957,C000112,4640000,36,装修贷,0,2024-08-05,0,61,20940,大专及以下,普通,2020,56-65岁
L000958,C000736,4480000,48,经营贷,0,2024-08-05,0,67,8910,研究生及以上,金卡,2022,66-75岁
L000959,C000726,4780000,48,经营贷,0,2024-08-06,0,61,65460,大专及以下,普通,2022,56-65岁
L000960,C000059,4920000,12,消费贷,0,2024-08-06,0,37,57220,大专及以下,普通,2022,36-45岁
L000961,C000327,4140000,36,消费贷,3,2024-08-07,0,52,26380,大专及以下,钻石,2020,46-55岁
L000962,C000905,4200000,12,消费贷,0,2024-08-08,0,51,84210,大专及以下,金卡,2025,46-55岁
L000963,C000621,1950000,36,消费贷,0,2024-08-08,0,52,83280,大专及以下,金卡,2024,46-55岁
L000964,C000897,2140000,36,经营贷,0,2024-08-09,0,54,47480,本科,金卡,2020,46-55岁
L000965,C000669,3690000,48,消费贷,0,2024-08-09,0,42,71090,研究生及以上,金卡,2021,36-45岁
L000966,C000191,3420000,48,经营贷,0,2024-08-10,0,61,24710,大专及以下,钻石,2024,56-65岁
L000967,C000200,1140000,36,消费贷,10,2024-08-11,0,44,58790,研究生及以上,普通,2022,36-45岁
L000968,C000312,2420000,36,经营贷,0,2024-08-11,0,65,9320,大专及以下,普通,2020,56-65岁
L000969,C000708,1240000,36,经营贷,0,2024-08-12,0,54,34560,本科,普通,2021,46-55岁
L000970,C000035,3050000,48,消费贷,0,2024-08-12,0,59,63880,大专及以下,普通,2025,56-65岁
L000971,C000379,760000,48,消费贷,0,2024-08-13,0,66,90960,本科,普通,2022,66-75岁
L000972,C000387,3110000,24,消费贷,3,2024-08-14,0,23,17220,大专及以下,金卡,2021,18-25岁
L000973,C000758,4690000,36,装修贷,0,2024-08-14,0,38,30460,研究生及以上,普通,2025,36-45岁
L000974,C000237,3120000,24,消费贷,0,2024-08-15,0,40,66140,大专及以下,普通,2024,36-45岁
L000975,C000616,1960000,36,经营贷,3,2024-08-16,0,53,42330,大专及以下,普通,2024,46-55岁
L000976,C000519,3510000,48,装修贷,0,2024-08-16,0,29,67400,大专及以下,普通,2024,26-35岁
L000977,C000283,440000,24,经营贷,0,2024-08-17,0,35,81580,大专及以下,钻石,2023,26-35岁
L000978,C000001,4150000,24,消费贷,0,2024-08-17,0,56,4020,本科,普通,2024,56-65岁
L000979,C000731,1860000,12,装修贷,0,2024-08-18,0,36,10330,本科,普通,2023,36-45岁
L000980,C000464,3430000,36,消费贷,30,2024-08-19,1,23,14410,大专及以下,普通,2024,18-25岁
L000981,C000230,2460000,48,消费贷,0,2024-08-19,0,54,94970,本科,普通,2024,46-55岁
L000982,C000967,4370000,12,装修贷,3,2024-08-20,0,45,54700,本科,金卡,2021,36-45岁
L000983,C000172,840000,12,经营贷,0,2024-08-20,0,62,95460,大专及以下,普通,2022,56-65岁
L000984,C000087,2070000,36,消费贷,10,2024-08-21,0,32,43080,大专及以下,金卡,2021,26-35岁
L000985,C000553,1510000,12,消费贷,0,2024-08-22,0,27,79320,大专及以下,普通,2021,26-35岁
L000986,C000123,1560000,36,消费贷,0,2024-08-22,0,59,82620,本科,普通,2025,56-65岁
L000987,C000843,160000,12,经营贷,0,2024-08-23,0,52,72790,大专及以下,普通,2021,46-55岁
L000988,C000298,1650000,36,消费贷,0,2024-08-23,0,65,53320,大专及以下,普通,2024,56-65岁
L000989,C000885,4050000,48,装修贷,0,2024-08-24,0,67,48320,本科,金卡,2021,66-75岁
L000990,C000929,4630000,36,装修贷,3,2024-08-25,0,27,6750,大专及以下,普通,2023,26-35岁
L000991,C000690,1450000,36,装修贷,30,2024-08-25,1,64,83130,本科,普通,2021,56-65岁
L000992,C000575,4980000,24,消费贷,0,2024-08-26,0,68,36640,大专及以下,普通,2020,66-75岁
L000993,C000484,370000,48,经营贷,0,2024-08-26,0,69,60130,大专及以下,普通,2024,66-75岁
L000994,C000165,3330000,48,装修贷,10,2024-08-27,0,69,82350,大专及以下,金卡,2025,66-75岁
L000995,C000699,4030000,48,装修贷,0,2024-08-28,0,30,90540,大专及以下,普通,2022,26-35岁
L000996,C000383,4140000,12,消费贷,90,2024-08-28,1,47,83320,研究生及以上,金卡,2024,46-55岁
L000997,C000209,450000,24,消费贷,0,2024-08-29,0,26,99310,研究生及以上,普通,2025,26-35岁
L000998,C000739,4020000,48,消费贷,0,2024-08-30,0,45,23550,大专及以下,普通,2023,36-45岁
L000999,C000432,2060000,12,经营贷,0,2024-08-30,0,43,5810,大专及以下,普通,2024,36-45岁
L001000,C000389,620000,12,经营贷,0,2024-08-31,0,58,4410,研究生及以上,普通,2025,56-65岁
L001001,C000560,4200000,12,装修贷,0,2024-08-31,0,33,76110,大专及以下,普通,2023,26-35岁
L001002,C000224,3560000,24,消费贷,30,2024-09-01,1,69,38970,本科,普通,2025,66-75岁
L001003,C000003,4680000,12,消费贷,90,2024-09-02,1,46,1550,大专及以下,普通,2022,46-55岁
L001004,C000372,3080000,24,消费贷,0,2024-09-02,0,64,74680,研究生及以上,普通,2021,56-65岁
L001005,C000687,190000,36,消费贷,0,2024-09-03,0,60,81730,本科,普通,2021,56-65岁
L001006,C000446,3650000,12,消费贷,0,2024-09-03,0,31,13520,大专及以下,金卡,2023,26-35岁
L001007,C000611,3000000,48,经营贷,10,2024-09-04,0,28,97100,大专及以下,普通,2025,26-35岁
L001008,C000116,70000,12,经营贷,0,2024-09-05,0,68,17040,大专及以下,金卡,2023,66-75岁
L001009,C000270,2490000,36,经营贷,0,2024-09-05,0,53,10660,大专及以下,普通,2024,46-55岁
L001010,C000447,4280000,36,消费贷,0,2024-09-06,0,29,43030,本科,普通,2023,26-35岁
L001011,C000368,1170000,12,消费贷,0,2024-09-06,0,38,26990,本科,普通,2022,36-45岁
L001012,C000253,680000,36,消费贷,90,2024-09-07,1,55,87660,本科,普通,2024,46-55岁
L001013,C000317,340000,24,装修贷,0,2024-09-08,0,50,34000,本科,金卡,2024,46-55岁
L001014,C000415,1940000,24,消费贷,0,2024-09-08,0,64,94280,本科,金卡,2020,56-65岁
L001015,C000095,3250000,12,装修贷,0,2024-09-09,0,35,70880,研究生及以上,普通,2025,26-35岁
L001016,C000785,550000,24,消费贷,0,2024-09-09,0,55,42970,本科,普通,2024,46-55岁
L001017,C000892,2660000,24,装修贷,0,2024-09-10,0,34,92310,大专及以下,普通,2020,26-35岁
L001018,C000024,4800000,48,装修贷,0,2024-09-11,0,47,31860,大专及以下,金卡,2020,46-55岁
L001019,C000628,420000,12,消费贷,0,2024-09-11,0,56,4170,研究生及以上,普通,2023,56-65岁
L001020,C000663,2970000,36,经营贷,0,2024-09-12,0,64,98390,大专及以下,普通,2022,56-65岁
L001021,C000850,4610000,12,消费贷,0,2024-09-13,0,22,20270,大专及以下,普通,2020,18-25岁
L001022,C000050,2310000,24,装修贷,0,2024-09-13,0,35,28390,大专及以下,普通,2023,26-35岁
L001024,C000718,3780000,12,消费贷,0,2024-09-14,0,24,19230,本科,普通,2021,18-25岁
L001025,C000498,3940000,12,经营贷,0,2024-09-15,0,40,51850,本科,普通,2023,36-45岁
L001026,C000335,100000,24,装修贷,0,2024-09-16,0,35,62500,大专及以下,金卡,2022,26-35岁
L001027,C000079,3580000,24,消费贷,0,2024-09-16,0,43,56600,大专及以下,金卡,2020,36-45岁
L001028,C000582,4750000,12,经营贷,0,2024-09-17,0,57,39450,大专及以下,钻石,2025,56-65岁
L001029,C000027,4440000,24,消费贷,30,2024-09-17,1,38,90050,大专及以下,金卡,2023,36-45岁
L001030,C000271,1280000,24,消费贷,0,2024-09-18,0,36,50440,大专及以下,普通,2022,36-45岁
L001031,C000562,1790000,24,经营贷,0,2024-09-19,0,33,19280,本科,普通,2022,26-35岁
L001032,C000804,4050000,24,消费贷,3,2024-09-19,0,50,79330,大专及以下,金卡,2022,46-55岁
L001033,C000247,3920000,24,消费贷,0,2024-09-20,0,49,88660,大专及以下,普通,2022,46-55岁
L001034,C000776,1930000,48,装修贷,60,2024-09-20,1,20,42670,大专及以下,普通,2023,18-25岁
L001035,C000591,920000,24,消费贷,0,2024-09-21,0,19,25660,大专及以下,普通,2023,18-25岁
L001036,C000387,3690000,36,经营贷,10,2024-09-22,0,23,17220,大专及以下,金卡,2021,18-25岁
L001037,C000702,2310000,12,消费贷,10,2024-09-22,0,26,25280,大专及以下,普通,2024,26-35岁
L001038,C000559,780000,48,消费贷,90,2024-09-23,1,21,81560,大专及以下,普通,2024,18-25岁
L001039,C000973,850000,48,消费贷,30,2024-09-23,1,22,67380,大专及以下,金卡,2024,18-25岁
L001040,C000361,300000,24,经营贷,30,2024-09-24,1,55,22060,大专及以下,普通,2023,46-55岁
L001041,C000866,2130000,12,经营贷,3,2024-09-25,0,26,91940,本科,普通,2021,26-35岁
L001042,C000984,490000,36,消费贷,0,2024-09-25,0,26,72750,大专及以下,金卡,2024,26-35岁
L001043,C000488,2650000,24,消费贷,0,2024-09-26,0,59,45300,本科,金卡,2025,56-65岁
L001044,C000352,1450000,12,装修贷,0,2024-09-27,0,50,45910,大专及以下,普通,2022,46-55岁
L001045,C000701,690000,24,消费贷,60,2024-09-27,1,59,51430,大专及以下,金卡,2022,56-65岁
L001046,C000928,580000,24,装修贷,3,2024-09-28,0,34,67560,大专及以下,普通,2022,26-35岁
L001047,C000256,1850000,24,消费贷,30,2024-09-28,1,69,37000,大专及以下,普通,2023,66-75岁
L001048,C000222,620000,24,经营贷,10,2024-09-29,0,66,72960,大专及以下,普通,2020,66-75岁
L001049,C000884,4790000,24,消费贷,0,2024-09-30,0,20,95610,大专及以下,普通,2020,18-25岁
L001050,C000753,3080000,24,装修贷,0,2024-09-30,0,61,10590,大专及以下,普通,2025,56-65岁
L001051,C000781,4450000,24,经营贷,0,2024-10-01,0,27,62540,本科,普通,2023,26-35岁
L001052,C000001,2960000,36,消费贷,0,2024-10-01,0,56,4020,本科,普通,2024,56-65岁
L001053,C000546,1660000,48,消费贷,0,2024-10-02,0,40,21500,大专及以下,金卡,2024,36-45岁
L001054,C000446,1710000,36,经营贷,60,2024-10-03,1,31,13520,大专及以下,金卡,2023,26-35岁
L001055,C000079,630000,24,经营贷,3,2024-10-03,0,43,56600,大专及以下,金卡,2020,36-45岁
L001056,C000236,1470000,24,消费贷,0,2024-10-04,0,45,47620,大专及以下,普通,2023,36-45岁
L001057,C000334,4840000,36,消费贷,0,2024-10-04,0,63,10430,大专及以下,钻石,2021,56-65岁
L001058,C000889,3060000,36,装修贷,0,2024-10-05,0,22,80040,研究生及以上,普通,2023,18-25岁
L001059,C000349,1610000,48,消费贷,0,2024-10-06,0,24,49410,大专及以下,普通,2025,18-25岁
L001060,C000098,1410000,36,经营贷,0,2024-10-06,0,41,91930,本科,金卡,2024,36-45岁
L001061,C000082,3340000,48,消费贷,0,2024-10-07,0,27,64160,本科,普通,2025,26-35岁
L001063,C000967,4460000,12,装修贷,0,2024-10-08,0,45,54700,本科,金卡,2021,36-45岁
L001064,C000477,2210000,12,装修贷,30,2024-10-09,1,62,40930,大专及以下,普通,2022,56-65岁
L001065,C000927,430000,12,消费贷,0,2024-10-09,0,27,72150,研究生及以上,普通,2020,26-35岁
L001066,C000704,4330000,12,装修贷,0,2024-10-10,0,44,83200,本科,普通,2025,36-45岁
L001067,C000765,2920000,24,消费贷,0,2024-10-11,0,36,58970,本科,普通,2024,36-45岁
L001068,C000921,3780000,12,经营贷,0,2024-10-11,0,59,58240,大专及以下,金卡,2021,56-65岁
L001069,C000550,1080000,36,经营贷,0,2024-10-12,0,51,65670,本科,金卡,2025,46-55岁
L001070,C000014,2660000,36,消费贷,3,2024-10-12,0,70,28970,本科,普通,2025,66-75岁
L001071,C000392,950000,12,装修贷,0,2024-10-13,0,46,7450,大专及以下,普通,2021,46-55岁
L001072,C000347,2620000,36,消费贷,0,2024-10-14,0,37,61350,大专及以下,金卡,2023,36-45岁
L001073,C000310,3130000,48,经营贷,0,2024-10-14,0,52,77430,大专及以下,钻石,2022,46-55岁
L001074,C000386,3850000,24,经营贷,0,2024-10-15,0,70,72410,大专及以下,金卡,2022,66-75岁
L001075,C000209,710000,12,经营贷,0,2024-10-15,0,26,99310,研究生及以上,普通,2025,26-35岁
L001076,C000357,4420000,12,消费贷,0,2024-10-16,0,39,60860,大专及以下,普通,2021,36-45岁
L001077,C000974,2190000,24,消费贷,3,2024-10-17,0,58,66700,本科,普通,2023,56-65岁
L001078,C000601,210000,36,装修贷,10,2024-10-17,0,27,14800,大专及以下,普通,2024,26-35岁
L001079,C000568,920000,24,消费贷,3,2024-10-18,0,37,83020,大专及以下,普通,2023,36-45岁
L001080,C000094,1270000,24,消费贷,0,2024-10-18,0,62,43340,本科,普通,2021,56-65岁
L001081,C000093,800000,36,消费贷,0,2024-10-19,0,33,20170,大专及以下,普通,2023,26-35岁
L001082,C000340,3120000,24,消费贷,90,2024-10-20,1,53,37950,大专及以下,普通,2022,46-55岁
L001083,C000597,2380000,36,装修贷,0,2024-10-20,0,43,73870,大专及以下,普通,2022,36-45岁
L001084,C000445,4710000,36,消费贷,0,2024-10-21,0,33,80700,大专及以下,普通,2022,26-35岁
L001085,C000757,3720000,24,经营贷,0,2024-10-21,0,64,45730,大专及以下,普通,2025,56-65岁
L001086,C000022,4040000,48,消费贷,0,2024-10-22,0,41,69820,本科,金卡,2023,36-45岁
L001087,C000291,4860000,36,消费贷,0,2024-10-23,0,48,74110,大专及以下,普通,2023,46-55岁
